recipe_id,ingredient,preview_tag
471942,清水800毫升,清水
471942,醬油1小匙,醬油
471942,鮮味炒手1/2小匙,鮮味炒手
471942,糖1/4小匙,糖
471942,鹽1/4小匙,鹽
477202,冬瓜1塊,冬瓜
477202,白醋1大匙,白醋
477202,蜂蜜1大匙,蜂蜜
477202,奇亞籽1小匙,奇亞籽
467657,冬瓜1塊,冬瓜
467657,絞肉1糰,絞肉
467657,薑3片,薑
467657,蔥1根,蔥
467657,鹽1小匙,鹽
467657,醬油1小匙,醬油
467657,米酒兩三滴,米酒
470966,冬瓜磚1小塊,冬瓜磚
470966,統一鮮奶1瓶,鮮奶
470966,咖啡適量,咖啡
463444,土雞腿700克,土雞腿
463444,冬瓜600克,冬瓜
463444,薑1大匙,薑
463444,鹽1大匙,鹽
463444,水1200毫升,水
468453,冬瓜300克,冬瓜
468453,雞腿肉切丁250克,雞腿肉切丁
468453,鴻禧菇100克,鴻禧菇
468453,蔥花1把,蔥花
468453,醬油2大匙,醬油
468453,米酒2大匙,米酒
468453,砂糖1茶匙,砂糖
468453,胡椒粉1小匙,胡椒粉
461452,冬瓜300克,冬瓜
461452,絞肉100克,絞肉
461452,辣腐乳2塊,辣腐乳
461452,腐乳汁2大匙,腐乳汁
461452,蒜末20克,蒜末
461452,蔥花20克,蔥花
461452,米酒2大匙,米酒
461452,水1碗,水
464635,冬瓜600g,冬瓜
464635,老薑5片,老薑
464635,魚露2茶匙,魚露
464635,蝦皮2大匙,蝦皮
464635,米酒2茶匙,米酒
464635,枸杞1茶匙,枸杞
464635,鹽¼茶匙,鹽
464635,熱水1公升,熱水
464635,雞粉¼茶匙,雞粉
464635,白胡椒粉¼茶匙,白胡椒粉
464635,植物油1大匙,植物油
463523,冬瓜 800克,冬瓜
463523,薏仁25克,薏仁
463523,梅花豬肉塊150克,梅花豬肉塊
463523,薑2片,薑
464677,冬瓜300克,冬瓜
464677,菜脯50克,菜脯
464677,蝦米10克,蝦米
464677,薑絲20克,薑絲
464677,醬油1大匙,醬油
464677,米酒2大匙,米酒
464677,砂糖1大匙,砂糖
459512,冬瓜一塊,冬瓜
459512,雞胸肉2片,雞胸肉
459512,醬油1.5匙,醬油
459512,蝦仁12隻,蝦仁
459512,胡椒鹽1大匙,胡椒鹽
459512,薑泥1匙,薑泥
459512,香油少許,香油
463145,冬瓜300克,冬瓜
463145,乾香菇6朵,乾香菇
463145,豆豉1大匙,豆豉
463145,醬油2大匙,醬油
463145,砂糖1大匙,砂糖
463145,水1碗,水
461790,去骨雞腿肉1隻,去骨雞腿肉
461790,香菇5朵,香菇
461790,冬瓜300克,冬瓜
461790,剝皮辣椒半瓶,剝皮辣椒
461790,鹽巴1.5匙,鹽巴
462080,冬瓜240 g,冬瓜
462080,蘋果半顆,蘋果
462080,蜂蜜或黑糖適量,蜂蜜或黑糖
462080,糯米粉60g,糯米粉
462080,水60g,水
458513,薑絲10克,薑絲
458513,冬瓜1片,冬瓜
458513,排骨50元,排骨
458513,鹽巴1.5匙,鹽巴
458877,松阪豬1碗,松阪豬
458877,蔥段1根,蔥段
458877,蠔油2大匙,蠔油
458877,薑絲3片,薑絲
458877,鹽適量,鹽
458877,冬瓜1片,冬瓜
458877,糖適量,糖
458877,白胡椒粉適量,白胡椒粉
458877,米酒1茶匙,米酒
458877,橄欖油1小匙,橄欖油
458877,水0.5杯,水
463697,豬後腿心肉1塊,豬後腿心肉
463697,冬瓜1輪,冬瓜
463697,薑片2～3片,薑片
463697,醬油60毫升,醬油
463697,冰糖1大匙,冰糖
463697,水400毫升,水
463697,滷包1包,滷包
461876,排骨適量,排骨
461876,冬瓜1~2片,冬瓜
461876,薑3~5片,薑
461876,蔥1根,蔥
461876,薏仁適量,薏仁
461876,蓮子適量,蓮子
461876,米酒少量,米酒
460460,蝦150克,蝦
460460,絞肉150克,絞肉
460460,薑末2大匙,薑末
460460,蔥2支,蔥
460460,冬瓜湯1小鍋,冬瓜湯
460460,蛋1個,蛋
460460,玉米粉2匙,玉米粉
468160,冬瓜400克,冬瓜
468160,新鮮黑木耳半盒,新鮮黑木耳
468160,雞蛋2粒,雞蛋
468160,蕃茄3顆,蕃茄
468160,食用鹽1小匙,食用鹽
479557,貝貝南瓜1顆,貝貝南瓜
479557,牛奶50毫升,牛奶
479557,糖5克,糖
479557,蛋1顆,蛋
478985,貝貝南瓜1顆,貝貝南瓜
478985,鮮菇8~9朵,鮮菇
478985,蒜瓣3瓣,蒜瓣
478985,蔥白1根,蔥白
478985,手工麵麵1軸,手工麵麵
478985,白胡椒粉1/4小匙,白胡椒粉
478985,油2小匙,油
478143,南瓜半顆,南瓜
478143,雞蛋3顆,雞蛋
478143,玉米筍3根,玉米筍
478143,玉米粒適量,玉米粒
478143,蘋果1顆,蘋果
478143,紅蘿蔔1條,紅蘿蔔
478036,小米1米杯,小米
478036,栗子南瓜約300g1顆,栗子南瓜
478036,薑末少許,薑末
478036,紅棗6顆,紅棗
478036,苟杞少許,苟杞
478970,中型南瓜1個,中型南瓜
478970,洋蔥1顆,洋蔥
478970,義大利香料1大匙,義大利香料
478970,牛奶250克,牛奶
478970,胡椒粉1小匙,胡椒粉
478970,鹽巴1小匙,鹽巴
478300,南瓜半個1台斤,南瓜半個
476135,蒸熟的南瓜160克,蒸熟的南瓜
476135,中筋麵粉340克,中筋麵粉
476135,糖10克,糖
476135,速發酵母粉4克,速發酵母粉
476135,鮮奶120毫升,鮮奶
476919,貝貝南瓜3顆,貝貝南瓜
476919,海鹽1小匙,海鹽
476919,黑胡椒1小匙,黑胡椒
476919,義大利香料1小匙,義大利香料
476919,紅椒粉0.5小匙,紅椒粉
476919,食用油適量,食用油
475826,南瓜適量,南瓜
475826,豬肉片100g,豬肉片
475826,味噌一大匙,味噌
475826,米酒一小匙,米酒
475826,鹽一小搓,鹽
475826,味醂一小匙,味醂
475826,水一大匙,水
471965,南瓜0.5顆,南瓜
471965,雞胸肉1包,雞胸肉
471965,雞粉1小匙,雞粉
471965,鹽1小匙,鹽
471965,米酒1小匙,米酒
471965,香油1小匙,香油
471965,太白粉1小匙,太白粉
472830,帶皮貝貝南瓜490克,帶皮貝貝南瓜
472830,地瓜粉適量,地瓜粉
472830,鹹蛋黃3顆,鹹蛋黃
472830,米酒適量,米酒
472830,蒜頭切末2瓣,蒜頭切末
472830,鹽2小匙,鹽
479528,中筋麵粉550g,中筋麵粉
479528,速發酵母/耐高糖酵母6g,速發酵母/耐高糖酵母
479528,南瓜380g,南瓜
479528,植物油50g,植物油
479528,煉乳60g,煉乳
479528,砂糖30g,砂糖
469856,雞胸肉切丁300g,雞胸肉切丁
469856,南瓜切塊200g,南瓜切塊
469856,鹽1/4大匙,鹽
469856,四季豆切段100g,四季豆切段
469856,黑胡椒粉1/4大匙,黑胡椒粉
469856,蠔油1大匙,蠔油
469856,糖1/4大匙,糖
469856,蒜末5辦,蒜末
469856,油1大匙,油
476867,栗子南瓜半顆,栗子南瓜
476867,梅花肉400克,梅花肉
476867,蒜頭10瓣,蒜頭
476867,素蠔油一大匙,素蠔油
476867,豆鼓一大匙,豆鼓
473917,南瓜1顆,南瓜
473917,冷凍蔥油餅2片,冷凍蔥油餅
473917,牛奶10毫升,牛奶
473917,糖1大匙,糖
473917,葡萄乾適量,葡萄乾
475357,小南瓜0.5顆,小南瓜
475357,馬鈴薯1顆,馬鈴薯
475357,鹽巴適量,鹽巴
475357,紅蘿蔔0.5條,紅蘿蔔
475357,黑胡椒粉適量,黑胡椒粉
475357,義大利螺旋麵2人份,義大利螺旋麵
475357,豬骨高湯4匙,豬骨高湯
475357,培根片適量,培根片
475357,羅勒葉粉適量,羅勒葉粉
475357,大蒜5瓣,大蒜
475357,起司絲適量,起司絲
475357,有鹽奶油15克,有鹽奶油
459787,南瓜0.5顆,南瓜
459787,蒜末1小匙,蒜末
459787,鹽1茶匙,鹽
459787,胡椒粉少許,胡椒粉
459787,麵粉1大匙,麵粉
459787,太白粉1大匙,太白粉
459787,油1大匙,油
469314,蔥抓餅皮3塊,蔥抓餅皮
469314,南瓜1顆,南瓜
469314,水果醋適量,水果醋
469314,沙拉醬適量,沙拉醬
472234,栗子南瓜2顆小,栗子南瓜
472234,豆腐1盒,豆腐
472234,雞湯塊1塊,雞湯塊
472234,肉絲半碗,肉絲
472234,胡椒粉1小匙,胡椒粉
472234,紅蘿蔔1小條,紅蘿蔔
472234,蒜頭末1大匙,蒜頭末
472234,雞蛋2顆,雞蛋
467671,米粉適量,米粉
467671,紅蘿蔔絲適量,紅蘿蔔絲
467671,蔥2支,蔥
467671,乾香菇切絲5朵,乾香菇切絲
467671,黑木耳適量,黑木耳
467671,蒸熟南瓜塊適量,蒸熟南瓜塊
467671,五花肉切條適量,五花肉切條
467671,蝦米適量,蝦米
467671,醬油適量,醬油
467671,黑胡椒適量,黑胡椒
468326,栗子南瓜1 顆,栗子南瓜
468326,醬油1 大匙,醬油
468326,清酒/米酒1 大匙,清酒/米酒
468326,味醂1 大匙,味醂
468326,砂糖1 小匙,砂糖
468326,水200 毫升,水
473379,康寶玉米濃湯粉1包,康寶玉米濃湯粉
473379,紅蘿蔔絲1條,紅蘿蔔絲
473379,南瓜半顆,南瓜
473379,高麗菜絲1/3顆,高麗菜絲
459396,米粉1球,米粉
459396,豬肉絲50g,豬肉絲
459396,鹽少許,鹽
459396,蝦米2g,蝦米
459396,糖少許,糖
459396,醬油1大匙,醬油
459396,乾香菇20g,乾香菇
459396,紅蘿蔔蘿蔔15g,紅蘿蔔蘿蔔
459396,沙拉油1大匙,沙拉油
459396,高麗菜30g,高麗菜
459396,南瓜25g,南瓜
459396,香油1大匙,香油
459396,洋蔥15g,洋蔥
459396,胡椒適量,胡椒
459396,米酒1大匙,米酒
459396,水3/4杯,水
459396,南瓜泥50g,南瓜泥
472762,馬鈴薯丁1顆,馬鈴薯丁
472762,洋蔥丁0.5個,洋蔥丁
472762,栗子南瓜泥0.5顆,栗子南瓜泥
472762,蛋液1顆,蛋液
472762,酥炸粉或麵粉200克,酥炸粉或麵粉
472762,鹽巴1小匙,鹽巴
472762,胡椒粉1小匙,胡椒粉
472762,綠花椰菜末2大匙,綠花椰菜末
470451,南瓜1/4顆,南瓜
470451,豬小排1包,豬小排
470451,醬油2大匙,醬油
470451,冰糖1大匙,冰糖
470451,蒸肉粉半包,蒸肉粉
467614,水手牌特級強力粉250克,水手牌特級強力粉
467614,水手牌超級蛋糕粉30克,水手牌超級蛋糕粉
467614,棉線3條,棉線
467614,南瓜80克,南瓜
467614,奶粉6克,奶粉
467614,速發酵母3克,速發酵母
467614,糖20克,糖
467614,鹽3克,鹽
467614,水手牌特級強力粉250克,水
467614,奶油20克,奶油
473604,南瓜150 克,南瓜
473604,去骨雞腿肉300 克,去骨雞腿肉
473604,鹽1/8 小匙,鹽
473604,白米2 米杯,白米
473604,白胡椒粉1/8 小匙,白胡椒粉
473604,昆布風味1 小匙,昆布風味
473604,洋蔥50 克,洋蔥
473604,醬油1 大匙,醬油
473604,鴻喜菇50 克,鴻喜菇
473604,鮮香菇50 克,鮮香菇
473604,洋蔥50 克,蔥
458001,南瓜0.2顆,南瓜
458001,雞蛋4顆,雞蛋
458001,雞粉1小匙,雞粉
458001,鹽0.5茶匙,鹽
479148,四季豆20條,四季豆
479148,培根10片,培根
479148,七味粉適量,七味粉
479148,鹽巴適量,鹽巴
479148,胡椒粉適量,胡椒粉
478763,四季豆200g,四季豆
478763,蘑菇100g,蘑菇
478763,蒜末1小匙,蒜末
478763,胡椒鹽少許,胡椒鹽
479531,牛肉4人份,牛肉
479531,四季豆4人份,四季豆
479531,誠泰蔭油適量,誠泰蔭油
479531,米酒適量,米酒
451942,冷凍敏豆300克,冷凍敏豆
451942,蒜末1.5大匙,蒜末
451942,星蝦醬1.5大匙,星蝦醬
451942,蝦米1大匙,蝦米
451942,魚露1.5茶匙,魚露
451942,蝦皮1大匙,蝦皮
451942,米酒10毫升,米酒
451942,水30毫升,水
475355,四季豆切段400公克,四季豆切段
475355,豬絞肉200公克,豬絞肉
475355,蔥切末1根,蔥切末
475355,蒜頭切末5瓣,蒜頭切末
475355,醬油1大湯匙,醬油
475355,蝦米1大湯匙,蝦米
475355,鹽巴1/4大湯匙,鹽巴
475355,辣椒切段1根,辣椒切段
475355,白胡椒粉1/4大湯匙,白胡椒粉
475355,香油1大湯匙,香油
475355,糖1/4大湯匙,糖
475355,清水15cc,清水
469554,四季豆50克,四季豆
469554,蛋1顆,蛋
469554,蒜頭4瓣,蒜頭
469554,鹽1/2鹽匙,鹽
469554,胡椒粉適量,胡椒粉
469554,橄欖油1匙,橄欖油
476351,四季豆1斤/600g,四季豆
476351,沙拉油1大匙,沙拉油
476351,香油1大匙,香油
476351,食鹽1茶匙,食鹽
476351,黑胡椒粉1茶匙,黑胡椒粉
476351,砂糖1茶匙,砂糖
476351,白胡椒粉1/2茶匙,白胡椒粉
476351,熱水1.2公升,熱水
476351,味精1/8茶匙,味精
476293,生豆包4片,生豆包
476293,四季豆300公克,四季豆
476293,蔥切末2根,蔥切末
476293,蒜頭切末8瓣,蒜頭切末
476293,白胡椒粉1/4大湯匙,白胡椒粉
476293,辣椒隨意,辣椒
476293,鹽巴1/4大湯匙,鹽巴
476293,花椒粉1/4大湯匙,花椒粉
476293,糖1/8大湯匙,糖
472055,四季豆1包,四季豆
472055,豬絞肉0.5盒,豬絞肉
472055,豆豉1大匙,豆豉
472055,辣椒1根,辣椒
472055,鹽1小匙,鹽
472055,醬油1匙,醬油
472055,白胡椒0.5小匙,白胡椒
472055,香油1小匙,香油
469852,皮蛋1顆,皮蛋
469852,四季豆5根,四季豆
469852,豬絞肉150克,豬絞肉
469852,辣椒1小根,辣椒
469852,米酒1小匙,米酒
469852,蒜末2粒,蒜末
469852,豆豉醬1茶匙,豆豉醬
469852,薄鹽醬油1小匙,薄鹽醬油
474361,四季豆200克,四季豆
474361,蝦皮適量,蝦皮
474361,蒜末1大匙,蒜末
474361,辣椒適量,辣椒
474361,胡椒粉少許,胡椒粉
469125,四季豆1大把,四季豆
469125,蒜頭3~4瓣,蒜頭
469125,椒鹽粉2小匙,椒鹽粉
469125,蛋4顆,蛋
469125,辣豆瓣醬1大匙,辣豆瓣醬
469125,蔥2支,蔥
469125,蠔油1大匙,蠔油
469125,辣椒2支,辣椒
469125,糖適量,糖
476415,醬油1大匙,醬油
476415,豆包1片,豆包
476415,四季豆3根,四季豆
476415,雞胸肉1/3塊,雞胸肉
476415,黑胡椒適量,黑胡椒
476415,雞蛋1顆,雞蛋
464875,四季豆1包,四季豆
464875,鹹蛋3個,鹹蛋
464875,白砂糖少許,白砂糖
464875,米酒1茶匙,米酒
468428,小粒牛番茄3顆,小粒牛番茄
468428,雞蛋3顆,雞蛋
468428,四季豆3根,四季豆
468428,番茄醬少許,番茄醬
468428,醬油少許,醬油
468428,砂糖少許,砂糖
468428,水少許,水
479126,去骨雞腿排1支,去骨雞腿排
479126,蘑菇1盒,蘑菇
479126,胡椒粉1小匙,胡椒粉
479126,四季豆200克,四季豆
479126,鹽巴1小匙,鹽巴
479126,雞蛋1顆,雞蛋
479126,七味粉1大匙,七味粉
479126,麵粉2大匙,麵粉
466689,甜玉米1小罐,甜玉米
466689,洋蔥0.5顆,洋蔥
466689,鮭魚菲力2份,鮭魚菲力
466689,飯3碗,飯
466689,四季豆1把,四季豆
466689,蛋4顆,蛋
470238,四季豆1包,四季豆
470238,鹹蛋2顆,鹹蛋
470238,蒜末3瓣,蒜末
470238,白芝麻1小匙,白芝麻
467448,雞胸肉塊1盒,雞胸肉塊
467448,四季豆8根,四季豆
467448,薄盬酱油1小匙,盬
467448,杏鮑菇1條,杏鮑菇
467448,胡椒粉1小匙,胡椒粉
467448,蒜頭2瓣,蒜頭
467448,水50毫升,水
467448,薄盬酱油1小匙,薄盬酱油
467448,食用油1小匙,食用油
476788,四季豆400g,四季豆
476788,榛果油1大匙,榛果油
476788,榛果油1大匙,榛果油
476788,榛果伍仁辣椒醬0.5~1大匙,榛果伍仁辣椒醬
476788,鹽1/4茶匙,鹽
471654,宏裕行花枝漿適量,宏裕行花枝漿
471654,四季豆丁4枝,四季豆丁
471654,麵粉適量,麵粉
471654,豆皮2張,豆皮
471654,水少量,水
460932,蛋餅皮1片,蛋餅皮
460932,四季豆6根,四季豆
460932,素香鬆1大匙,素香鬆
460932,胡麻醬1小匙,胡麻醬
456620,四季豆300克,四季豆
456620,香腸2條,香腸
475057,四季豆1包,四季豆
475057,橄欖油1大匙,橄欖油
475057,黑胡椒粒1茶匙,黑胡椒粒
475057,鹽0.5茶匙,鹽
